teks,label,remove_user,clean_tweet,Tokenizing,tweet_tokens_fdist,tweet_tokens_WSW,Normalisasi,tweet
timbang laju ekonomii inflasi hitung hitungan winwin,negatif,timbang laju ekonomii inflasi hitung hitungan winwin,timbang laju ekonomii inflasi hitung hitungan winwin,"['timbang', 'laju', 'ekonomii', 'inflasi', 'hitung', 'hitungan', 'winwin']",<FreqDist with 7 samples and 7 outcomes>,"['timbang', 'laju', 'ekonomii', 'inflasi', 'hitung', 'hitungan', 'winwin']","['timbang', 'laju', 'ekonomii', 'inflasi', 'hitung', 'hitungan', 'winwin']","['timbang', 'laju', 'ekonomi', 'inflasi', 'hitung', 'hitung', 'winwin']"
peter schiff krisis mata uang an memicu inflasi artinya krisis mata uang an adopsi masal kripto contohnya libanon nigeria turki lira turki minus pernah denger demonegara yg balapan menerapkan cbdc adalah negara yg khawatir mata uangnya ditinggalkan,negatif,peter schiff krisis mata uang an memicu inflasi artinya krisis mata uang an adopsi masal kripto contohnya libanon nigeria turki lira turki minus pernah denger demonegara yg balapan menerapkan cbdc adalah negara yg khawatir mata uangnya ditinggalkan,peter schiff krisis mata uang an memicu inflasi artinya krisis mata uang an adopsi masal kripto contohnya libanon nigeria turki lira turki minus pernah denger demonegara yg balapan menerapkan cbdc adalah negara yg khawatir mata uangnya ditinggalkan,"['peter', 'schiff', 'krisis', 'mata', 'uang', 'an', 'memicu', 'inflasi', 'artinya', 'krisis', 'mata', 'uang', 'an', 'adopsi', 'masal', 'kripto', 'contohnya', 'libanon', 'nigeria', 'turki', 'lira', 'turki', 'minus', 'pernah', 'denger', 'demonegara', 'yg', 'balapan', 'menerapkan', 'cbdc', 'adalah', 'negara', 'yg', 'khawatir', 'mata', 'uangnya', 'ditinggalkan']",<FreqDist with 30 samples and 37 outcomes>,"['peter', 'schiff', 'krisis', 'mata', 'uang', 'an', 'memicu', 'inflasi', 'krisis', 'mata', 'uang', 'an', 'adopsi', 'masal', 'kripto', 'contohnya', 'libanon', 'nigeria', 'turki', 'lira', 'turki', 'minus', 'denger', 'demonegara', 'balapan', 'menerapkan', 'cbdc', 'negara', 'khawatir', 'mata', 'uangnya', 'ditinggalkan']","['peter', 'schiff', 'krisis', 'mata', 'uang', 'an', 'memicu', 'inflasi', 'krisis', 'mata', 'uang', 'an', 'adopsi', 'masal', 'kripto', 'contohnya', 'libanon', 'nigeria', 'turki', 'lira', 'turki', 'minus', 'denger', 'demonegara', 'balapan', 'menerapkan', 'cbdc', 'negara', 'khawatir', 'mata', 'uangnya', 'ditinggalkan']","['peter', 'schiff', 'krisis', 'mata', 'uang', 'an', 'picu', 'inflasi', 'krisis', 'mata', 'uang', 'an', 'adopsi', 'masal', 'kripto', 'contoh', 'libanon', 'nigeria', 'turki', 'lira', 'turki', 'minus', 'denger', 'demonegara', 'balap', 'terap', 'cbdc', 'negara', 'khawatir', 'mata', 'uang', 'tinggal']"
mana kumpulan jihad inflasi dlu tuupuiii,negatif,mana kumpulan jihad inflasi dlu tuupuiii,mana kumpulan jihad inflasi dlu tuupuiii,"['mana', 'kumpulan', 'jihad', 'inflasi', 'dlu', 'tuupuiii']",<FreqDist with 6 samples and 6 outcomes>,"['kumpulan', 'jihad', 'inflasi', 'dlu', 'tuupuiii']","['kumpulan', 'jihad', 'inflasi', 'dlu', 'tuupuiii']","['kumpul', 'jihad', 'inflasi', 'dlu', 'tuupuiii']"
ketika pkp menjadi asbab membantu rakyat untuk stabil waktu pandemik inflasi juga kesan dari riba,negatif,ketika pkp menjadi asbab membantu rakyat untuk stabil waktu pandemik inflasi juga kesan dari riba,ketika pkp menjadi asbab membantu rakyat untuk stabil waktu pandemik inflasi juga kesan dari riba,"['ketika', 'pkp', 'menjadi', 'asbab', 'membantu', 'rakyat', 'untuk', 'stabil', 'waktu', 'pandemik', 'inflasi', 'juga', 'kesan', 'dari', 'riba']",<FreqDist with 15 samples and 15 outcomes>,"['pkp', 'asbab', 'membantu', 'rakyat', 'stabil', 'pandemik', 'inflasi', 'kesan', 'riba']","['pkp', 'asbab', 'membantu', 'rakyat', 'stabil', 'pandemik', 'inflasi', 'kesan', 'riba']","['pkp', 'asbab', 'bantu', 'rakyat', 'stabil', 'pandemik', 'inflasi', 'kesan', 'riba']"
airlangga ingatkan ada pemda belum terapkan kebijakan pengendalian inflasi tempo bisnis,negatif,airlangga ingatkan ada pemda belum terapkan kebijakan pengendalian inflasi tempo bisnis,airlangga ingatkan ada pemda belum terapkan kebijakan pengendalian inflasi tempo bisnis,"['airlangga', 'ingatkan', 'ada', 'pemda', 'belum', 'terapkan', 'kebijakan', 'pengendalian', 'inflasi', 'tempo', 'bisnis']",<FreqDist with 11 samples and 11 outcomes>,"['airlangga', 'ingatkan', 'pemda', 'terapkan', 'kebijakan', 'pengendalian', 'inflasi', 'tempo', 'bisnis']","['airlangga', 'ingatkan', 'pemda', 'terapkan', 'kebijakan', 'pengendalian', 'inflasi', 'tempo', 'bisnis']","['airlangga', 'ingat', 'pemda', 'terap', 'bijak', 'kendali', 'inflasi', 'tempo', 'bisnis']"
kebijakan pengupahan ini dilakukan karna melihatnya kondisi lonjakan inflasi,negatif,kebijakan pengupahan ini dilakukan karna melihatnya kondisi lonjakan inflasi,kebijakan pengupahan ini dilakukan karna melihatnya kondisi lonjakan inflasi,"['kebijakan', 'pengupahan', 'ini', 'dilakukan', 'karna', 'melihatnya', 'kondisi', 'lonjakan', 'inflasi']",<FreqDist with 9 samples and 9 outcomes>,"['kebijakan', 'pengupahan', 'karna', 'kondisi', 'lonjakan', 'inflasi']","['kebijakan', 'pengupahan', 'karena', 'kondisi', 'lonjakan', 'inflasi']","['bijak', 'upah', 'karena', 'kondisi', 'lonjak', 'inflasi']"
tangan dampak inflasi wali kota banjarbaru serahkan bantuan,negatif,tangan dampak inflasi wali kota banjarbaru serahkan bantuan,tangan dampak inflasi wali kota banjarbaru serahkan bantuan,"['tangan', 'dampak', 'inflasi', 'wali', 'kota', 'banjarbaru', 'serahkan', 'bantuan']",<FreqDist with 8 samples and 8 outcomes>,"['tangan', 'dampak', 'inflasi', 'wali', 'kota', 'banjarbaru', 'serahkan', 'bantuan']","['tangan', 'dampak', 'inflasi', 'wali', 'kota', 'banjarbaru', 'serahkan', 'bantuan']","['tangan', 'dampak', 'inflasi', 'wali', 'kota', 'banjarbaru', 'serah', 'bantu']"
faktor dalam faktor luar inflasi us reda sebab naik kadar,negatif,faktor dalam faktor luar inflasi us reda sebab naik kadar,faktor dalam faktor luar inflasi us reda sebab naik kadar,"['faktor', 'dalam', 'faktor', 'luar', 'inflasi', 'us', 'reda', 'sebab', 'naik', 'kadar']",<FreqDist with 9 samples and 10 outcomes>,"['faktor', 'faktor', 'inflasi', 'us', 'reda', 'kadar']","['faktor', 'faktor', 'inflasi', 'us', 'reda', 'kadar']","['faktor', 'faktor', 'inflasi', 'us', 'reda', 'kadar']"
sebetulnya kondisi ekonomii yang lesu memang udah berlangsung sej waktu virus korona baru aja muncul tetapi ini diperparah dengan perang ukraina rusia yang memicu inflasi terhambatnya perputaran perdagangan dan supply chain stock,negatif,sebetulnya kondisi ekonomii yang lesu memang udah berlangsung sej waktu virus korona baru aja muncul tetapi ini diperparah dengan perang ukraina rusia yang memicu inflasi terhambatnya perputaran perdagangan dan supply chain stock,sebetulnya kondisi ekonomii yang lesu memang udah berlangsung sej waktu virus korona baru aja muncul tetapi ini diperparah dengan perang ukraina rusia yang memicu inflasi terhambatnya perputaran perdagangan dan supply chain stock,"['sebetulnya', 'kondisi', 'ekonomii', 'yang', 'lesu', 'memang', 'udah', 'berlangsung', 'sej', 'waktu', 'virus', 'korona', 'baru', 'aja', 'muncul', 'tetapi', 'ini', 'diperparah', 'dengan', 'perang', 'ukraina', 'rusia', 'yang', 'memicu', 'inflasi', 'terhambatnya', 'perputaran', 'perdagangan', 'dan', 'supply', 'chain', 'stock']",<FreqDist with 31 samples and 32 outcomes>,"['kondisi', 'ekonomii', 'lesu', 'udah', 'sej', 'virus', 'korona', 'muncul', 'diperparah', 'perang', 'ukraina', 'rusia', 'memicu', 'inflasi', 'terhambatnya', 'perputaran', 'perdagangan', 'supply', 'chain', 'stock']","['kondisi', 'ekonomii', 'lesu', 'sudah', 'sej', 'virus', 'korona', 'muncul', 'diperparah', 'perang', 'ukraina', 'rusia', 'memicu', 'inflasi', 'terhambatnya', 'perputaran', 'perdagangan', 'supply', 'chain', 'stock']","['kondisi', 'ekonomi', 'lesu', 'sudah', 'sej', 'virus', 'korona', 'muncul', 'parah', 'perang', 'ukraina', 'rusia', 'picu', 'inflasi', 'hambat', 'putar', 'dagang', 'supply', 'chain', 'stock']"
dh tentu bukan pn umno dan rakan taulansbb mereka wujudkan jihad inflasi,negatif,dh tentu bukan pn umno dan rakan taulansbb mereka wujudkan jihad inflasi,dh tentu bukan pn umno dan rakan taulansbb mereka wujudkan jihad inflasi,"['dh', 'tentu', 'bukan', 'pn', 'umno', 'dan', 'rakan', 'taulansbb', 'mereka', 'wujudkan', 'jihad', 'inflasi']",<FreqDist with 12 samples and 12 outcomes>,"['dh', 'pn', 'umno', 'rakan', 'taulansbb', 'wujudkan', 'jihad', 'inflasi']","['dh', 'pn', 'umno', 'rakan', 'taulansbb', 'wujudkan', 'jihad', 'inflasi']","['dh', 'pn', 'umno', 'rak', 'taulansbb', 'wujud', 'jihad', 'inflasi']"
bri terus fokus menumbuhkembangkan umkm di tengah kenaikan inflasi saat ini melalui pemberdayaan dan pembiayaan,negatif,bri terus fokus menumbuhkembangkan umkm di tengah kenaikan inflasi saat ini melalui pemberdayaan dan pembiayaan,bri terus fokus menumbuhkembangkan umkm di tengah kenaikan inflasi saat ini melalui pemberdayaan dan pembiayaan,"['bri', 'terus', 'fokus', 'menumbuhkembangkan', 'umkm', 'di', 'tengah', 'kenaikan', 'inflasi', 'saat', 'ini', 'melalui', 'pemberdayaan', 'dan', 'pembiayaan']",<FreqDist with 15 samples and 15 outcomes>,"['bri', 'fokus', 'menumbuhkembangkan', 'umkm', 'kenaikan', 'inflasi', 'pemberdayaan', 'pembiayaan']","['bri', 'fokus', 'tumbuh', 'umkm', 'kenaikan', 'inflasi', 'pemberdayaan', 'pembiayaan']","['bri', 'fokus', 'tumbuh', 'umkm', 'naik', 'inflasi', 'daya', 'biaya']"
para goblok yg memprovokasi rakyat indonesia demo seperti di sri lanka tahu tidak jika inflasi sri lanka vs in,negatif,para goblok yg memprovokasi rakyat indonesia demo seperti di sri lanka tahu tidak jika inflasi sri lanka vs in,para goblok yg memprovokasi rakyat indonesia demo seperti di sri lanka tahu tidak jika inflasi sri lanka vs in,"['para', 'goblok', 'yg', 'memprovokasi', 'rakyat', 'indonesia', 'demo', 'seperti', 'di', 'sri', 'lanka', 'tahu', 'tidak', 'jika', 'inflasi', 'sri', 'lanka', 'vs', 'in']",<FreqDist with 17 samples and 19 outcomes>,"['goblok', 'memprovokasi', 'rakyat', 'indonesia', 'demo', 'sri', 'lanka', 'inflasi', 'sri', 'lanka', 'vs', 'in']","['goblok', 'memprovokasi', 'rakyat', 'indonesia', 'demo', 'sri', 'lanka', 'inflasi', 'sri', 'lanka', 'vs', 'in']","['goblok', 'provokasi', 'rakyat', 'indonesia', 'demo', 'sri', 'lanka', 'inflasi', 'sri', 'lanka', 'vs', 'in']"
weh korang lupa ke kita ada team jihad inflasi apa laporan mereka sebab dah tukar pm kan,negatif,weh korang lupa ke kita ada team jihad inflasi apa laporan mereka sebab dah tukar pm kan,weh korang lupa ke kita ada team jihad inflasi apa laporan mereka sebab dah tukar pm kan,"['weh', 'korang', 'lupa', 'ke', 'kita', 'ada', 'team', 'jihad', 'inflasi', 'apa', 'laporan', 'mereka', 'sebab', 'dah', 'tukar', 'pm', 'kan']",<FreqDist with 17 samples and 17 outcomes>,"['weh', 'korang', 'lupa', 'team', 'jihad', 'inflasi', 'laporan', 'tukar', 'pm']","['weh', 'korang', 'lupa', 'team', 'jihad', 'inflasi', 'laporan', 'tukar', 'pm']","['weh', 'korang', 'lupa', 'team', 'jihad', 'inflasi', 'lapor', 'tukar', 'pm']"
resesi takut daya beli orang indonesia kuat khawatirin tuh masuk inflasi beda cerita,negatif,resesi takut daya beli orang indonesia kuat khawatirin tuh masuk inflasi beda cerita,resesi takut daya beli orang indonesia kuat khawatirin tuh masuk inflasi beda cerita,"['resesi', 'takut', 'daya', 'beli', 'orang', 'indonesia', 'kuat', 'khawatirin', 'tuh', 'masuk', 'inflasi', 'beda', 'cerita']",<FreqDist with 13 samples and 13 outcomes>,"['resesi', 'takut', 'daya', 'beli', 'orang', 'indonesia', 'kuat', 'khawatirin', 'masuk', 'inflasi', 'beda', 'cerita']","['resesi', 'takut', 'daya', 'beli', 'orang', 'indonesia', 'kuat', 'khawatirin', 'masuk', 'inflasi', 'beda', 'cerita']","['resesi', 'takut', 'daya', 'beli', 'orang', 'indonesia', 'kuat', 'khawatirin', 'masuk', 'inflasi', 'beda', 'cerita']"
lebih murah di turki kak inflasi disana bikin kalap haha jd pgn buka jastip branded turki,negatif,lebih murah di turki kak inflasi disana bikin kalap haha jd pgn buka jastip branded turki,lebih murah di turki kak inflasi disana bikin kalap haha jd pgn buka jastip branded turki,"['lebih', 'murah', 'di', 'turki', 'kak', 'inflasi', 'disana', 'bikin', 'kalap', 'haha', 'jd', 'pgn', 'buka', 'jastip', 'branded', 'turki']",<FreqDist with 15 samples and 16 outcomes>,"['murah', 'turki', 'kak', 'inflasi', 'disana', 'kalap', 'haha', 'pgn', 'buka', 'jastip', 'branded', 'turki']","['murah', 'turki', 'kak', 'inflasi', 'disana', 'kalap', 'haha', 'pgn', 'buka', 'jastip', 'branded', 'turki']","['murah', 'turki', 'kak', 'inflasi', 'sana', 'kalap', 'haha', 'pgn', 'buka', 'jastip', 'branded', 'turki']"
sektor umkm masih menunjukan pertumbuhan bisnis yang optimistis di tengah tantangan laju kenaikan kenaikan inflasi,negatif,sektor umkm masih menunjukan pertumbuhan bisnis yang optimistis di tengah tantangan laju kenaikan kenaikan inflasi,sektor umkm masih menunjukan pertumbuhan bisnis yang optimistis di tengah tantangan laju kenaikan kenaikan inflasi,"['sektor', 'umkm', 'masih', 'menunjukan', 'pertumbuhan', 'bisnis', 'yang', 'optimistis', 'di', 'tengah', 'tantangan', 'laju', 'kenaikan', 'kenaikan', 'inflasi']",<FreqDist with 14 samples and 15 outcomes>,"['sektor', 'umkm', 'menunjukan', 'pertumbuhan', 'bisnis', 'optimistis', 'tantangan', 'laju', 'kenaikan', 'kenaikan', 'inflasi']","['sektor', 'umkm', 'menunjukan', 'pertumbuhan', 'bisnis', 'optimistis', 'tantangan', 'laju', 'kenaikan', 'kenaikan', 'inflasi']","['sektor', 'umkm', 'tunjuk', 'tumbuh', 'bisnis', 'optimistis', 'tantang', 'laju', 'naik', 'naik', 'inflasi']"
sektor umkm memang luar biasa terbukti umkm tetap tumbuh di tengah kenaikan inflasi,negatif,sektor umkm memang luar biasa terbukti umkm tetap tumbuh di tengah kenaikan inflasi,sektor umkm memang luar biasa terbukti umkm tetap tumbuh di tengah kenaikan inflasi,"['sektor', 'umkm', 'memang', 'luar', 'biasa', 'terbukti', 'umkm', 'tetap', 'tumbuh', 'di', 'tengah', 'kenaikan', 'inflasi']",<FreqDist with 12 samples and 13 outcomes>,"['sektor', 'umkm', 'terbukti', 'umkm', 'tumbuh', 'kenaikan', 'inflasi']","['sektor', 'umkm', 'terbukti', 'umkm', 'tumbuh', 'kenaikan', 'inflasi']","['sektor', 'umkm', 'bukti', 'umkm', 'tumbuh', 'naik', 'inflasi']"
salah satu indikasi yg perlu diterbitkan ialah inflasi peringkat tempatan,negatif,salah satu indikasi yg perlu diterbitkan ialah inflasi peringkat tempatan,salah satu indikasi yg perlu diterbitkan ialah inflasi peringkat tempatan,"['salah', 'satu', 'indikasi', 'yg', 'perlu', 'diterbitkan', 'ialah', 'inflasi', 'peringkat', 'tempatan']",<FreqDist with 10 samples and 10 outcomes>,"['salah', 'indikasi', 'diterbitkan', 'inflasi', 'peringkat', 'tempatan']","['salah', 'indikasi', 'diterbitkan', 'inflasi', 'peringkat', 'tempatan']","['salah', 'indikasi', 'terbit', 'inflasi', 'peringkat', 'tempat']"
duduk jail diam samun babi ko songlap duit rakyat kena tanggung ko barang mahal gi,negatif,duduk jail diam samun babi ko songlap duit rakyat kena tanggung ko barang mahal gi,duduk jail diam samun babi ko songlap duit rakyat kena tanggung ko barang mahal gi,"['duduk', 'jail', 'diam', 'samun', 'babi', 'ko', 'songlap', 'duit', 'rakyat', 'kena', 'tanggung', 'ko', 'barang', 'mahal', 'gi']",<FreqDist with 14 samples and 15 outcomes>,"['duduk', 'jail', 'diam', 'samun', 'babi', 'songlap', 'duit', 'rakyat', 'kena', 'tanggung', 'barang', 'mahal']","['duduk', 'jail', 'diam', 'samun', 'babi', 'songlap', 'duit', 'rakyat', 'kena', 'tanggung', 'barang', 'mahal']","['duduk', 'jail', 'diam', 'samun', 'babi', 'songlap', 'duit', 'rakyat', 'kena', 'tanggung', 'barang', 'mahal']"
pasukan khas jihad tangani inflasi massive failure,negatif,pasukan khas jihad tangani inflasi massive failure,pasukan khas jihad tangani inflasi massive failure,"['pasukan', 'khas', 'jihad', 'tangani', 'inflasi', 'massive', 'failure']",<FreqDist with 7 samples and 7 outcomes>,"['pasukan', 'khas', 'jihad', 'tangani', 'inflasi', 'massive', 'failure']","['pasukan', 'khas', 'jihad', 'tangani', 'inflasi', 'massive', 'failure']","['pasu', 'khas', 'jihad', 'tangan', 'inflasi', 'massive', 'failure']"
sama status dengan pasukan khas jihad tangani inflasi,negatif,sama status dengan pasukan khas jihad tangani inflasi,sama status dengan pasukan khas jihad tangani inflasi,"['sama', 'status', 'dengan', 'pasukan', 'khas', 'jihad', 'tangani', 'inflasi']",<FreqDist with 8 samples and 8 outcomes>,"['status', 'pasukan', 'khas', 'jihad', 'tangani', 'inflasi']","['status', 'pasukan', 'khas', 'jihad', 'tangani', 'inflasi']","['status', 'pasu', 'khas', 'jihad', 'tangan', 'inflasi']"
bisnis umkm tetap tumbuh di tengah kenaikan inflasi athread,negatif,bisnis umkm tetap tumbuh di tengah kenaikan inflasi athread,bisnis umkm tetap tumbuh di tengah kenaikan inflasi athread,"['bisnis', 'umkm', 'tetap', 'tumbuh', 'di', 'tengah', 'kenaikan', 'inflasi', 'athread']",<FreqDist with 9 samples and 9 outcomes>,"['bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi', 'athread']","['bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi', 'athread']","['bisnis', 'umkm', 'tumbuh', 'naik', 'inflasi', 'athread']"
duit ribu jajan kantin dapet beli minum ya,negatif,duit ribu jajan kantin dapet beli minum ya,duit ribu jajan kantin dapet beli minum ya,"['duit', 'ribu', 'jajan', 'kantin', 'dapet', 'beli', 'minum', 'ya']",<FreqDist with 8 samples and 8 outcomes>,"['duit', 'ribu', 'jajan', 'kantin', 'dapet', 'beli', 'minum']","['duit', 'ribu', 'jajan', 'kantin', 'dapet', 'beli', 'minum']","['duit', 'ribu', 'jajan', 'kantin', 'dapet', 'beli', 'minum']"
 amazing nya bahwa sektor umkm masih mampu menunjukkan pertumbuhan bisnis yang optimis di tengah tantangan,negatif, amazing nya bahwa sektor umkm masih mampu menunjukkan pertumbuhan bisnis yang optimis di tengah tantangan,amazing nya bahwa sektor umkm masih mampu menunjukkan pertumbuhan bisnis yang optimis di tengah tantangan,"['amazing', 'nya', 'bahwa', 'sektor', 'umkm', 'masih', 'mampu', 'menunjukkan', 'pertumbuhan', 'bisnis', 'yang', 'optimis', 'di', 'tengah', 'tantangan']",<FreqDist with 15 samples and 15 outcomes>,"['amazing', 'sektor', 'umkm', 'pertumbuhan', 'bisnis', 'optimis', 'tantangan']","['amazing', 'sektor', 'umkm', 'pertumbuhan', 'bisnis', 'optimis', 'tantangan']","['amazing', 'sektor', 'umkm', 'tumbuh', 'bisnis', 'optimis', 'tantang']"
waaah keliru instrumen kudu duduk wakil,negatif,waaah keliru instrumen kudu duduk wakil,waaah keliru instrumen kudu duduk wakil,"['waaah', 'keliru', 'instrumen', 'kudu', 'duduk', 'wakil']",<FreqDist with 6 samples and 6 outcomes>,"['waaah', 'keliru', 'instrumen', 'kudu', 'duduk', 'wakil']","['waaah', 'keliru', 'instrumen', 'kudu', 'duduk', 'wakil']","['waaah', 'keliru', 'instrumen', 'kudu', 'duduk', 'wakil']"
ah no need pasukan jihad inflasi ah,negatif,ah no need pasukan jihad inflasi ah,ah no need pasukan jihad inflasi ah,"['ah', 'no', 'need', 'pasukan', 'jihad', 'inflasi', 'ah']",<FreqDist with 6 samples and 7 outcomes>,"['ah', 'no', 'need', 'pasukan', 'jihad', 'inflasi', 'ah']","['ah', 'tidak', 'need', 'pasukan', 'jihad', 'inflasi', 'ah']","['ah', 'tidak', 'need', 'pasu', 'jihad', 'inflasi', 'ah']"
indeks bisnis umkm bri bisnis umkm tetap tumbuh di tengah kenaikan inflasi yuk kita simak bagaimana perjalanan,negatif,indeks bisnis umkm bri bisnis umkm tetap tumbuh di tengah kenaikan inflasi yuk kita simak bagaimana perjalanan,indeks bisnis umkm bri bisnis umkm tetap tumbuh di tengah kenaikan inflasi yuk kita simak bagaimana perjalanan,"['indeks', 'bisnis', 'umkm', 'bri', 'bisnis', 'umkm', 'tetap', 'tumbuh', 'di', 'tengah', 'kenaikan', 'inflasi', 'yuk', 'kita', 'simak', 'bagaimana', 'perjalanan']",<FreqDist with 15 samples and 17 outcomes>,"['indeks', 'bisnis', 'umkm', 'bri', 'bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi', 'simak', 'perjalanan']","['indeks', 'bisnis', 'umkm', 'bri', 'bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi', 'simak', 'perjalanan']","['indeks', 'bisnis', 'umkm', 'bri', 'bisnis', 'umkm', 'tumbuh', 'naik', 'inflasi', 'simak', 'jalan']"
bisnis umkm tetap tumbuh di tengah kenaikan inflasi yu kita bahas indeks bisnis umkm bri  thread,negatif,bisnis umkm tetap tumbuh di tengah kenaikan inflasi yu kita bahas indeks bisnis umkm bri  thread,bisnis umkm tetap tumbuh di tengah kenaikan inflasi yu kita bahas indeks bisnis umkm bri thread,"['bisnis', 'umkm', 'tetap', 'tumbuh', 'di', 'tengah', 'kenaikan', 'inflasi', 'yu', 'kita', 'bahas', 'indeks', 'bisnis', 'umkm', 'bri', 'thread']",<FreqDist with 14 samples and 16 outcomes>,"['bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi', 'bahas', 'indeks', 'bisnis', 'umkm', 'bri', 'thread']","['bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi', 'bahas', 'indeks', 'bisnis', 'umkm', 'bri', 'thread']","['bisnis', 'umkm', 'tumbuh', 'naik', 'inflasi', 'bahas', 'indeks', 'bisnis', 'umkm', 'bri', 'thread']"
tergantung inflasi apa engga adad klo tapi pas lagi inflasi sama kayak rb gataunya apa sih,negatif,tergantung inflasi apa engga adad klo tapi pas lagi inflasi sama kayak rb gataunya apa sih,tergantung inflasi apa engga adad klo tapi pas lagi inflasi sama kayak rb gataunya apa sih,"['tergantung', 'inflasi', 'apa', 'engga', 'adad', 'klo', 'tapi', 'pas', 'lagi', 'inflasi', 'sama', 'kayak', 'rb', 'gataunya', 'apa', 'sih']",<FreqDist with 14 samples and 16 outcomes>,"['tergantung', 'inflasi', 'engga', 'adad', 'pas', 'inflasi', 'kayak', 'rb', 'gataunya']","['tergantung', 'inflasi', 'engga', 'adad', 'pas', 'inflasi', 'seperti', 'rb', 'gataunya']","['gantung', 'inflasi', 'engga', 'adad', 'pas', 'inflasi', 'seperti', 'rb', 'gataunya']"
adanya kenaikan bisnis umkm walaupun ditengah meningkatnya inflasi terpotret dalam indeks bisnis umkm kuartal iii tahun transformasi bri,negatif,adanya kenaikan bisnis umkm walaupun ditengah meningkatnya inflasi terpotret dalam indeks bisnis umkm kuartal iii tahun transformasi bri,adanya kenaikan bisnis umkm walaupun ditengah meningkatnya inflasi terpotret dalam indeks bisnis umkm kuartal iii tahun transformasi bri,"['adanya', 'kenaikan', 'bisnis', 'umkm', 'walaupun', 'ditengah', 'meningkatnya', 'inflasi', 'terpotret', 'dalam', 'indeks', 'bisnis', 'umkm', 'kuartal', 'iii', 'tahun', 'transformasi', 'bri']",<FreqDist with 16 samples and 18 outcomes>,"['kenaikan', 'bisnis', 'umkm', 'ditengah', 'meningkatnya', 'inflasi', 'terpotret', 'indeks', 'bisnis', 'umkm', 'kuartal', 'transformasi', 'bri']","['kenaikan', 'bisnis', 'umkm', 'ditengah', 'meningkatnya', 'inflasi', 'terpotret', 'indeks', 'bisnis', 'umkm', 'kuartal', 'transformasi', 'bri']","['naik', 'bisnis', 'umkm', 'tengah', 'tingkat', 'inflasi', 'potret', 'indeks', 'bisnis', 'umkm', 'kuartal', 'transformasi', 'bri']"
tren inflasi negara dunia alami naik signifikan akibat krisis pangan energi amerika serika,negatif,tren inflasi negara dunia alami naik signifikan akibat krisis pangan energi amerika serika,tren inflasi negara dunia alami naik signifikan akibat krisis pangan energi amerika serika,"['tren', 'inflasi', 'negara', 'dunia', 'alami', 'naik', 'signifikan', 'akibat', 'krisis', 'pangan', 'energi', 'amerika', 'serika']",<FreqDist with 13 samples and 13 outcomes>,"['tren', 'inflasi', 'negara', 'dunia', 'alami', 'signifikan', 'akibat', 'krisis', 'pangan', 'energi', 'amerika', 'serika']","['tren', 'inflasi', 'negara', 'dunia', 'alami', 'signifikan', 'akibat', 'krisis', 'pangan', 'energi', 'amerika', 'serika']","['tren', 'inflasi', 'negara', 'dunia', 'alami', 'signifikan', 'akibat', 'krisis', 'pangan', 'energi', 'amerika', 'serika']"
maka dari itu deh bri berkomitmen akan terus fokus menumbuh kembangkan umkm di tengah kenaikan inflasi saat ini melalui,negatif,maka dari itu deh bri berkomitmen akan terus fokus menumbuh kembangkan umkm di tengah kenaikan inflasi saat ini melalui,maka dari itu deh bri berkomitmen akan terus fokus menumbuh kembangkan umkm di tengah kenaikan inflasi saat ini melalui,"['maka', 'dari', 'itu', 'deh', 'bri', 'berkomitmen', 'akan', 'terus', 'fokus', 'menumbuh', 'kembangkan', 'umkm', 'di', 'tengah', 'kenaikan', 'inflasi', 'saat', 'ini', 'melalui']",<FreqDist with 19 samples and 19 outcomes>,"['deh', 'bri', 'berkomitmen', 'fokus', 'menumbuh', 'kembangkan', 'umkm', 'kenaikan', 'inflasi']","['deh', 'bri', 'berkomitmen', 'fokus', 'menumbuh', 'kembangkan', 'umkm', 'kenaikan', 'inflasi']","['deh', 'bri', 'komitmen', 'fokus', 'tumbuh', 'kembang', 'umkm', 'naik', 'inflasi']"
pm dan team kementerian je mtg blh je jalan keje ini tidak tubuh jk jihad inflasi,negatif,pm dan team kementerian je mtg blh je jalan keje ini tidak tubuh jk jihad inflasi,pm dan team kementerian je mtg blh je jalan keje ini tidak tubuh jk jihad inflasi,"['pm', 'dan', 'team', 'kementerian', 'je', 'mtg', 'blh', 'je', 'jalan', 'keje', 'ini', 'tidak', 'tubuh', 'jk', 'jihad', 'inflasi']",<FreqDist with 15 samples and 16 outcomes>,"['pm', 'team', 'kementerian', 'je', 'mtg', 'blh', 'je', 'jalan', 'keje', 'tubuh', 'jk', 'jihad', 'inflasi']","['pm', 'team', 'kementerian', 'je', 'mtg', 'blh', 'je', 'jalan', 'keje', 'tubuh', 'jk', 'jihad', 'inflasi']","['pm', 'team', 'menteri', 'je', 'mtg', 'blh', 'je', 'jalan', 'keje', 'tubuh', 'jk', 'jihad', 'inflasi']"
